EFG_Code,EFG_Val,Biome_Code,EFG_LongName,EFG_ShortName,update,ShortDesc,KeyFeats,DistributionSum,url
M1.1,120,M1,M1.1 Seagrass meadows,M1.1 Seagrass meadows,2020-01-20T12:00:00Z,"These shallow, subtidal systems are the only marine ecosystems with an abundance of flowering plants. They are typically found mostly on soft, sandy or muddy substrates around relatively sheltered coastlines. Extent is limited in the shallows by wave action and tidal exposure, and at depth by light availability. Productive ecosystems, their three-dimensional structure provides shelter for juvenile fish, invertebrates and epiphytic algae. Diverse organisms live in and around seagrass beds including many grazers, from tiny invertebrates to megafauna such as dugongs.","Soft, mostly subtidal substrates in low-energy waters with abundant vascular macrophytes, associated epibiota, infauna and fish",Shallow tropical- temperate nearshore waters,https://global-ecosystems.org/explore/groups/M1.1
M1.2,121,M1,M1.2 Kelp forests,M1.2 Kelp forests,2020-01-20T12:00:00Z,"Kelps (large, brown macroalgae up to 30m in length) form the basis of these highly productive systems found on shallow, subtidal rocky reefs around cold temperate and polar coastlines. Their forest-like structure and vertical habitat supports diverse epiflora and –fauna living on the kelp itself, as well as rich communities of invertebrates, fish and marine birds and mammals living and foraging in and around these ecosystems.  High nutrient requirements mean these ecosystems are often associated with upwelling water, while wave action and currents are important for replenishing oxygen.","Hard subtidal substrates in cold, clear nutrient-rich waters with dominant brown algal macrophytes, associated epibiota, benthic macrofauna, fish & mammals",Cool temperate coastal waters or regions receiving cold currents,https://global-ecosystems.org/explore/groups/M1.2
M1.3,122,M1,M1.3 Photic coral reefs,M1.3 Photic coral reefs,2020-01-20T12:00:00Z,"These slow growing biogenic structures are formed by the calcium carbonate skeletons of certain coral species that depend on symbiotic relationships with algae. They occur in warm, shallow, low-nutrient waters and provide complex three-dimensional habitat for a highly diverse community across all trophic levels, from algae to sharks, along with other characteristic sessile organisms like coralline algae and sponges. Niche habitats produce specialist behaviours and diets, like the symbiotic relationship between clown fish and anemones. Storms and marine heat waves drive cycles of reef destruction and renewal.","Biogenic reefs formed by hard coral-algal symbionts with phylogentically & functionally diverse biota in clear, warm subtidal waters",Warm tropical & subtropical coastal waters,https://global-ecosystems.org/explore/groups/M1.3
M1.4,123,M1,M1.4 Shellfish beds and reefs,M1.4 Shellfish beds and reefs,2020-01-20T12:00:00Z,"These productive intertidal or subtidal biogenic ecosystems are formed and dominated by sessile molluscs like mussels or oysters, around temperate or tropical coasts and estuaries globally. They filter plankton from the water column, acting as carbon sinks and modifying local physical environments by changing currents and dampening wave action. Distribution is limited by available rocky substrates on low-energy coastlines, as well as requirements for high water quality and oxygen availability. Many organisms are adapted to the extreme range of conditions typical of the intertidal zone (e.g. shellfish closing valves to avoid adverse desiccation).","Intertidal or subtidal three-dimensional stuctures, formed primarily by oysters and mussels, and supporting algae, invertebrates and fishes.",Tropical to temperate estuarine and coastal waters,https://global-ecosystems.org/explore/groups/M1.4
M1.5,124,M1,M1.5 Photo-limited marine animal forests,M1.5 Marine animal forests,2020-01-20T12:00:00Z,"These subtidal biogenic ecosystems, formed by either a single species or a community of sessile filter feeders such as sponges, ascidians or aphotic corals, are found mostly on hard substrates.  Low light due to depth, turbidity, ice cover or tannins from terrestrial runoff means that photosynthesis is limited to microphytobenthos (like microalgae and bacteria) or coralline algae. As a result, nutrient flux from surface waters is important. A high diversity of invertebrates and fish are also associated with these complex, three-dimensional forest-like habitats.","Largely heterotrophic systems dominated by megabenthic suspension feeders and associated diverse epifauna, microphytobenthos and fish",Low light tropical to polar coastal waters,https://global-ecosystems.org/explore/groups/M1.5
M1.6,125,M1,M1.6 Subtidal rocky reefs,M1.6 Subtidal rock reefs,2020-01-20T12:00:00Z,"These rocky subtidal ecosystems are widespread globally on  ocean shelves . They are distinguished from kelp forests (M1.2) by their lack of a dense macroalgal canopy. Indeed, their complex habitat structure is derived mostly from irregular rock forms, rather than biogenic features, and supports a diverse epibenthic fauna, with a range of mobile benthic animals (e.g. anemones), while truly sessile organisms tend to be small (e.g. turf algae, barnacles). Community structure depends on depth, wave action, currents and light: for example, turbulence specialists like barnacles are more prolific on shallower, higher energy reefs. Storms impact structure by shifting sand and dislodging larger organisms episodically.","Productive systems with functionally diverse sessile and mobile biota, and a strong depth gradient",Continental and island shelves,https://global-ecosystems.org/explore/groups/M1.6
M1.7,126,M1,M1.7 Subtidal sand beds,M1.7 Subtidal sand beds,2020-05-29T11:51:37Z,"These relatively unstable shelf ecosystems in turbulent waters support moderately diverse communities made up largely of consumers, like invertebrate detritivores and filter-feeders, including burrowing polychaetes, crustaceans, echinoderms, and molluscs. Filter feeders are most common in higher energy areas of currents and wave action. Primary producers are limited by substrate instability or light, with seagrass ecosystems (M1.1) occurring where these factors are not limiting to plant establishment and persistence. Low structural habitat complexity means a lack of shelter, and many organisms display predator avoidance traits like burrowing, shells or camouflage (e.g. sole).",Medium to coarse-grained soft sediment with burrowing invertebrate detrivores and suspension-feeders mostly relying on allochthonous energy.,Continental and island shelves,https://global-ecosystems.org/explore/groups/M1.7
M1.8,127,M1,M1.8 Subtidal mud plains,M1.8 Subtidal mud plains,2020-05-29T11:52:14Z,"These low energy, muddy ocean shelf ecosystems are moderately productive and typically dominated by microalgal and bacterial primary producers, microbial decomposers, and larger deposit feeders like burrowing polychaete worms and molluscs. Unlike subtidal sand beds (M1.7), the microbial community has a strong influence on biogeochemical cycles. Low oxygen zones can form where concentrations of organic matter and associated high bacterial activity deplete this limited resource.","Soft sediment with limited primary production, abundant micro- and macro-detritivores and associated foraging predators",Low energy waters of continental and island shelves,https://global-ecosystems.org/explore/groups/M1.8
M1.9,128,M1,M1.9 Upwelling zones,M1.9 Upwelling zones,2020-01-20T12:00:00Z,"These productive regions are often associated with eastern-boundary current systems on the transition between marine shelves and the open ocean, forming where divergence of surface water causes upwelling of cold, nutrient-rich water. Bursts of primary productivity are associated with naturally variable, often wind-driven upwelling events and support a very high biomass of plankton, fish, and marine birds and mammals. Small species like sardine and anchovy that operate at low trophic levels dominate fish communities, may vary greatly in abundance through time, and play important roles in food webs.","Cool, wind-driven systems with high productivity and variability, supporting abundant plankton, fish, mammals and seabirds",Coastal eastern-boundary current systems and some localised areas in open oceans,https://global-ecosystems.org/explore/groups/M1.9
M1.10,129,M1,M1.10 Rhodolith/Maërl beds,M1.10 Rhodolith beds,2022-06-29T06:30:12Z,"These slow growing biogenic structures are formed by long-lived coralline algae that absorb a wide spectrum of light, provide energy to the system and contribute to nutrient cycles. They can occur in shallow or intermediates depths with coarse gravel, sandy or mixed muddy substrates. The carbonate structures of living and dead rhodoliths, and the spatial (depth gradient) and temporal (diurnal and seasonal) variation in the environmental conditions provide habitat for diverse communities of macroinvertebrates and fish, along with other characteristic sessile organisms like algae and sponges. Storms, waves and other disturbances drive cycles of restructuring and slow recovery.","Biogenic beds formed by non-geniculate (non-jointed), free-living coralline algae on soft substrates supporting diverse benthic and demersal fauna and bacterial biofilms",Continental and island shelves at depths up to 270 m from the subtropics to subpolar waters,https://global-ecosystems.org/explore/groups/M1.10
M2.1,135,M2,M2.1 Epipelagic ocean waters,M2.1 Epipelagic waters,2020-01-20T12:00:00Z,"This uppermost ocean layer (0-200m depth) is the most influenced by the atmosphere, and is defined and structured by light availability. Photosynthesis in these ecosystems accounts for half of all global carbon fixation. That productivity supports diverse marine life, including many visual predators, like tuna, that rely on the high light environment. Migration is a common life history trait across all groups: either vertical – rising from the depths to feed at the surface at night to evade daytime predators; or horizontal – between breeding and feeding grounds. Detritus from this zone is an important nutrient source for lower oceanic layers.","Uppermost euphotic ocean, where phytoplankton production supports abundant mobile zooplankton, fish, cephalopods, mammals and seabirds",Surface layer of the open ocean,https://global-ecosystems.org/explore/groups/M2.1
M2.2,136,M2,M2.2 Mesopelagic ocean water,M2.2 Mesopelagic ocean waters,2020-01-20T12:00:00Z,"This very low light ‘twilight zone’ (~200-1000m depth) divides the surface epipelagic waters from the deep ocean. Sunlight is too dim for photosynthesis, but in the upper mesopelagic zone there is enough to enable some visual predators to exploit their prey. Often used as a refuge by species that migrate upward at night to feed in more productive epipelagic waters when predation risk is lower, it supports a high but unknown biomass of fish and planktonic detritivores, relying on flux of nutrients from upper oceanic layers. Low oxygen zones can form where patches of high biological activity deplete this limited resource. Bioluminescence is a common trait in mesopelagic organisms.",Dimly lit 'twilight' zone below the epipelagic with a high biomass of diverse detrivores and predators and where bioliuminescence is common,"Oceans between ~200m depth/where <1% of light penetrates, down to 1000m.",https://global-ecosystems.org/explore/groups/M2.2
M2.3,137,M2,M2.3 Bathypelagic ocean waters,M2.3 Bathypelagic ocean waters,2020-01-20T12:00:00Z,"These deep (~1000-3000m depth), open-ocean ecosystems receive no sunlight and rely on detritus from upper layers for nutrients. Other resources such as oxygen are replenished via the ‘global ocean conveyer belt’ (thermohaline circulation) that starts when distant, polar surface waters cool and sink.  With no primary producers, life is limited to groups like zooplankton, jellyfish, crustaceans, cephalopods and fish like the gulper eel. Common adaptations that enable animals to live under high pressure and no light include slow metabolism, long generation lengths and low density bodies.","Lightless, high pressure depths where adapted zooplankton, crustaceans, jellies, cephalopods and fish rely on nutrients falling from above",Deep oceans between 1000 - 3000m,https://global-ecosystems.org/explore/groups/M2.3
M2.4,138,M2,M2.4 Abyssopelagic ocean waters,M2.4 Abyssopelagic ocean waters,2021-07-06T02:30:45Z,"At greater depths (~3,000-6,000m) than bathypelagic systems, these very deep open ocean ecosystems receive no light and rely solely on debris from upper layers for nutrients. Other resources such as oxygen are replenished via the ‘global ocean conveyer belt’ (thermohaline circulation) that starts when distant, polar surface waters cool and sink. There is a low diversity and low density of life, largely planktonic detritivores, along with some gelatinous invertebrates and scavenging or predatory fish like the anglerfish. Life histories body structures and physiological traits are adapted to the very high pressure and lack of light (e.g. non-visual sensory organs, specialised metabolic proteins, and low density body structures).","Lightless, high pressure depths with limited nutrients and low biodiversity of adapted detrivores, jellies, scavengers and predatory fish",Deep oceans between 3000 - 6000m,https://global-ecosystems.org/explore/groups/M2.4
M2.5,139,M2,M2.5 Sea ice,M2.5 Sea ice,2020-01-20T12:00:00Z,"These seasonally frozen surface waters in polar oceans are one of the most dynamic ecosystems on earth. The sea-ice itself provides habitat for ice-dependent species, such as the microalgal and microbial communities that form the basis of communities in waters below, while plankton, fish and marine birds and mammals feed on and around the ice. Sea-ice plays a crucial role in both pelagic marine ecosystems and biogeochemical processes like ocean-atmosphere gas exchange.","Highly dynamic, seasonally frozen surface waters support diverse ice-associated organisms from plankton to seabirds and whales",Polar oceans,https://global-ecosystems.org/explore/groups/M2.5
M3.1,143,M3,M3.1 Continental and island slopes,M3.1 Continental slopes,2020-01-20T12:00:00Z,"These lightless slopes of sand, mud and rocky outrops run down from the shallower shelf break to the very deep abyssal basins. Nutrients falling from upper ocean layers and delivered by currents from the shelf support diverse communities of microbial decomposers, detritivores like crabs and demersal fish, and their predators, but sessile animals are rare and algae are absent. Biomass is relatively low and peaks at mid-slope, diminishing with depth as food and temperature decrease and bathymetric pressure increases.","Large sedimentary, aphotic,  and heterotrophic slopes where depth gradients result in a bathymetric faunal zonation of high taxonomic diverstiy.",Continental slopes from shelf break (~250 m) to abyssal basins (4000 m),https://global-ecosystems.org/explore/groups/M3.1
M3.2,144,M3,M3.2 Submarine canyons,M3.2 Submarine canyons,2020-05-29T11:53:39Z,"Submarine canyons house some of the most productive and diverse deep sea ecosystems. They can disrupt local currents and  channel nutrients from the continental shelves into ocean basins. The flux of nutrients promotes productivity, with high densities of burrowing organisms can live in muddy or sandy bottoms, and filter feeders like cold-water corals inhabit the rocky walls. Canyons provide important shelter, spawning and nursery areas and feeding grounds for many organisms including non-resident megafauna like whales.","Dinamics and heterogenous geomorphic features,  supporting highly diverse heterotrophic communities through enhaced transport of energy from the continents to the deep sea.",Submarine canyons incising continental margins globally,https://global-ecosystems.org/explore/groups/M3.2
M3.3,145,M3,M3.3 Abyssal plains,M3.3 Abyssal plains,2020-01-20T12:00:00Z,"These ecosystems on the very deep seafloors (3000-6000m) of all oceans support a low biomass but high diversity of small invertebrates and microbes, along with larger crustaceans, demersal fish and echinoderms like starfish. Tracks and burrows of larger organisms in fine sediments that may be up to thousands of metres thick, structure habitat for smaller invertebrates. The absence of light, scarcity of food, and extreme hydrostatic pressures limit the density and biomass of organisms as well as the interactions among them. Inaccessible and little known, exploration of these ecosystems continue to reveal large numbers of species new to science.","Largest benthic heterotrophic system, mostly of fine sediment, supporing high biodiversity of small organisms (microbes, meio- and macro-fauna)",Seafloor between 3000 and 6000 m depth,https://global-ecosystems.org/explore/groups/M3.3
M3.4,146,M3,"M3.4 Seamounts, ridges and plateaus",M3.4 Seamounts,2020-01-20T12:00:00Z,"These deep, lightless ecosystems are centred on major geomorphic features of deep ocean floors. These elevated features interrupt lateral ocean currents and generate upwelling of nutrients. This promotes productivity in surface waters, which returns to depths as detritus. The input of these resources, combined with varied rocky micohabitats, unlike the sand and mud around them, supports diverse communities of immobile filter feeders (e.g. sponges), mobile benthic organisms (e.g. molluscs and starfish), and large aggregations of fish, especially around seamounts.",Elevated geomorhic features with modified hydrography and heterogeneous habitat supporting high bnethic and pelagic productivity,Elevated rocky topographic features rising from deep seafloor,https://global-ecosystems.org/explore/groups/M3.4
M3.5,147,M3,M3.5 Deepwater biogenic beds,M3.5 Deepwater biogenic beds,2020-01-20T12:00:00Z,"Relatively complex three-dimensional structures are formed by slow-growing, filter-feeders like sponges, corals and bivalves. Without light, they rely on currents and fallout from upper ocean layers for energy and also nutrients. However, their structural complexity provides habitats for a great diversity of dependent species including symbionts, microbial biofilms and associated grazers, and filter-feeding epifauna. Mobile predators like crabs and benthic demersal fish contribute to diverse communities.","Benthic sessile suspension feeders that crate structurally complex 3D habitat, supporting high biodiversity",Aphotic biogenic structures from benthic fauna,https://global-ecosystems.org/explore/groups/M3.5
M3.6,148,M3,M3.6 Hadal trenches and troughs,M3.6 Hadal,2020-12-11T17:00:34Z,"The deepest ocean trenches, up to 11 km beneath the surface, are the least explored marine ecosystems.  They are also one of the most extreme, with no sunlight, low temperatures, nutrient scarcity and hydrostatic pressures of 600 to 1100 atmospheres, extending beyond the limits to vertebrate life. The major sources of nutrients and carbon are fallout from upper layers, drifts of fine sediment and landslides. Most organisms are scavengers and detrivores, like the supergiant amphipod, with abundance of predatory fish and crustaceans diminishing with depth.","Deepest ocean systems, poorly explored, mostly of fine nutrient-poor sediment dominated by scavangers and detritivors",Seafloor between 6000 and 11 000 m,https://global-ecosystems.org/explore/groups/M3.6
M3.7,149,M3,M3.7 Chemosynthetic-based-ecosystems (CBE),M3.7 Chemosynthetic,2020-12-11T16:58:35Z,"In these very deep, high pressure ecosystems, primary productivity is fuelled by chemical compounds as energy sources instead of light (chemoautotrophy). This group of productive deep sea ecosystems include: 1) hydrothermal vents on mid-ocean ridges and volcanically active seamounts, where temperatures may reach 400°C; 2) cold seeps typically on continental slopes; and 3) large organic falls of whales or wood. These specialised environments have high biomass but low diversity of organisms including microbes, tubeworms and shrimps, many of which are locally unique.","Systems supported by microbial chemoautotrophy with high biomass of relatively low diversity, highly speciliased, fauna","Hydrothermal vents, cold seeps, large organic falls on the deep seafloor",https://global-ecosystems.org/explore/groups/M3.7
M4.1,154,M4,M4.1 Submerged artificial structures,M4.1 Submerged artificial structures,2020-01-20T12:00:00Z,"Submerged structures, including rubble piles, ship wrecks, oil and gas infrastructure and artificial reefs provide vertically oriented hard substrates for marine organisms in coastal waters worldwide. Sedentary filter feeders like sponges and barnacles take advantage of access to plankton in ocean currents. Their excretions support high abundances of other invertebrates and fish, while organisms beneath the structures feed on nutrients falling to the bottom, particularly after storm events. Some types of structure increase exposure to light, noise and chemical pollution and may promote the spread of invasive species.","Hard surfaces of oil and gas infrastructure, artificial reefs and wrecks form habitat for sessile filter feeders, invertebrates and some reef fish.",Coastal waters globally,https://global-ecosystems.org/explore/groups/M4.1
M4.2,155,M4,M4.2 Marine aquafarms,M4.2 Marine aquafarms,2020-01-20T12:00:00Z,"High-productivity marine aquafarms are enclosed areas for the breeding, rearing, and harvesting of marine plants and animals, including finfish like salmon, molluscs, crustaceans, and algae. These low-diversity communities are dominated by the harvested species, maintained at a high densities. Non-harvested species may be controlled as pests, using antibiotics, herbicides, or culling. Aquafarms in coastal or open ocean waters are exposed to associated physical processes, but on land they are in environmentally controlled tanks and ponds.","High density, productive, enclosed systems with variable permeability, for breeding and harvesting marine species. Allochthonous nutrients from human sources is common.","Largely coastal or shore-based, some open-ocean facilities",https://global-ecosystems.org/explore/groups/M4.2
MT1.1,157,MT1,MT1.1 Rocky Shorelines,MT1.1 Rocky shores,2020-01-20T12:00:00Z,"Waves, tides and a gradient of exposure drive the structure and function of these productive intertidal ecosystems found mostly on high energy coasts. The biota includes filter feeders like barnacles, mussels and sea squirts which compete for limited space. Grazers like limpets and urchins consume small sessile algae, while predators such as crabs, fish and birds consume a wide range of prey. Organisms use microhabitats during low tide (e.g. rockpools, crevices) or have adaptations like shells to survive exposure to high temperatures, salinity and desiccation.","Hard intertidal substrate, dominated by sessile and mobile invertebrates, and macroalgae",High-energy shorelines globally,https://global-ecosystems.org/explore/groups/MT1.1
MT1.2,158,MT1,MT1.2 Muddy Shorelines,MT1.2 Muddy shores,2020-01-20T12:00:00Z,"Mudflats occur on low-energy coastlines. Mud and silt, often from nearby rivers, protect the burrowing organisms living in these ecosystems from common shoreline stressors (e.g. high temperatures and desiccation) and predatory shorebirds, crabs and fish. These shorelines are critical stopovers and foraging grounds for migratory shorebirds. Primary productivity is mostly from diatoms (single-celled algae) that rely on tides. Oxygen can be low where sediments are very fine or burrowing or other disturbance is limited.","Intertidal soft-sediment, of fine particle-size, dependent on allochtonous production and dominated by deposit feeding and detritivorous invertebrates that provide a prey resource for shore birds and fishes",Low-energy shorelines globally,https://global-ecosystems.org/explore/groups/MT1.2
MT1.3,159,MT1,MT1.3 Sandy Shorelines,MT1.3 Sandy shores,2020-05-29T11:56:56Z,"Beaches, sand bars and spits are exposed to waves and tides on moderate-high energy coasts, and rely on drift seaweed and surf-zone phytoplankton for nutrients. Polychaete worms, bivalve shellfish and a range of smaller invertebrates burrow in the shifting sediments, while larger vertebrate animals like seabirds, egg-laying turtles and scavenging foxes can also be found at various times.  Storm tides and waves periodically restructure the sediments and profoundly influence the traits of the organisms living in these highly dynamic systems.","Intertidal soft-sediment, of large particle-size, lacking conspicuous macrophytes, and dominated by suspension-feeding invertebrates that provide a prey resource for shore birds and fishes","Medium-high energy shorelines, particularly at temperate latitudes",https://global-ecosystems.org/explore/groups/MT1.3
MT1.4,160,MT1,MT1.4 Boulder and cobble shores,MT1.4 Cobble shores,2020-05-29T11:57:33Z,"Cobbled and boulder shores are exposed to wave action and tides, and are periodically restructured by high-energy storm events. Drift seaweed and local algae support communities of organisms adapted to regular disturbance and grinding of rocks and cobbles, as well as the high temperatures and desiccation common to all shorelines. For example, many live largely below the surface layers. Stability of the substrate, and hence the biota, depends on the size of the cobbles and boulders. Some encrusting species or algae like cordgrass can stabilise these shores and allow a wider range of plants and animals to establish.","Unstable intertidal hard substrate, that supports encrusting and fouling species at low elevations and in some instances vegetation, though largely dependent on allocthonous production","High-latitude shorelines receiving cobbles from rivers, glaciers or erosion of cliffs",https://global-ecosystems.org/explore/groups/MT1.4
MT2.1,163,MT2,MT2.1 Coastal shrublands and grasslands,MT2.1 Coastal shrublands and grasslands,2020-01-20T12:00:00Z,"A low diversity of specialised plants and animals live in grasslands, shrublands, and low forests on coastlines above the high tide mark where they are exposed to harsh conditions of salt influx, desiccating winds and sunshine, and disturbances associated with storms or unstable substrates (e.g. cliffs and dunes). Plants, for example, exhibit traits such as succulence and rhizomes to promote persistence in these conditions, and many organisms are widely dispersed by winds or ocean currents. Consumers like seabirds or seals move between terrestrial and marine environments.","Coastal scrub limited by salinity, water deficit and disturbances (e.g. cliff collapse). Strong gradients from sea to land and highly mobile fauna.","Coastal dunes and cliffs in tropical, temperate and boreal latitudes",https://global-ecosystems.org/explore/groups/MT2.1
MT2.2,164,MT2,MT2.2 Large seabird and pinniped colonies,MT2.2 Seabird rookeries,2022-06-29T22:57:24Z,"Large concentrations of roosting or nesting seabirds and semiaquatic mammals such as seals and walrus are found on relatively isolated islands and shores. These animals consume large amounts of marine resources but spend many weeks and months on land, accumulating high concentrations of nitrogen, phosphorous and other nutrients. The abundance and relatively large body size of individuals disrupt the growth of vegetation. The combination of these factors means that microbial activity is high and soil invertebrates are abundant, but plant diversity is usually low, and land based grazers and predators are usually absent.",Localised areas of bare or vegetated ground with diverse microbial communities at the ocean interface receiving massive nutrient subsidies and disturbance from large concentrations of roosting or nesting seabirds and pinnipeds that function as mobile links between land and sea,"Scattered globally on islands and coastlines, but most common in polar and subpolar regions",https://global-ecosystems.org/explore/groups/MT2.2
MT3.1,166,MT3,MT3.1 Artificial shorelines,MT3.1 Artificial shores,2020-05-29T11:58:43Z,"Constructed sea walls, breakwaters, piers, docks, tidal canals, islands and other coastal infrastructure create habitat for marine plants and animals around ports, harbours, and other intensively settled coastal areas. The waters may be polluted by urban runoff or industrial outflows. Opportunities for introduction of invasive species e.g. through shipping mean that non-native species are common. Foodwebs are simple and dominated by species able to opportunistically colonise these structures through dispersal of eggs, larvae and spores.  Commonly, these include algae and bacteria, and filter-feeders like sea-squirts and barnacles.","Coastal infrastructure, such as seawalls, breakwaters, pilings and piers, extending from the intertidal to subtidal, supporting cosmopolitan sessile and mobile invertebrates and macroalgae on their hard surfaces, and in some instances serving as artificial reefs for fish","Globally, along urbanised coastlines",https://global-ecosystems.org/explore/groups/MT3.1
MFT1.1,168,MFT1,MFT1.1 Coastal river deltas,MFT1.1 River deltas,2020-01-20T12:00:00Z,"At the convergence of terrestrial, freshwater and marine realms, coastal river deltas are shaped by river inflows that deposit sediment and ocean tides and currents that disperse it. Gradients of salinity and submergence and dynamic substrates create shifting mosaics of channels, islands, floodplains, intertidal and subtidal mud plains and sand beds that may be regarded as embedded patches of other functional groups. The dynamic mosaics support complex foodwebs. Planktonic algae, aquatic plants and river inflows contribute detritus for in-sediment fauna. Fish and zooplankton are diverse and abundant in the water column, providing food for wading and fishing birds and marine and terrestrial predators.","Depositional, mosaic systems with strong gradients between terrestrial, freshwater and marine elements. Productive with diverse plankton, fish, birds and mammals.",Continental margins of high rainfall catchments globally,https://global-ecosystems.org/explore/groups/MFT1.1
MFT1.2,169,MFT1,MFT1.2 Intertidal forests and shrublands,MFT1.2 Intertidal forests,2020-01-20T12:00:00Z,"Mangroves create structurally complex and productive ecosystems in the intertidal zone of depositional coasts, around tropical and warm temperate regions. The biota includes aquatic and terrestrial species, and intertidal specialists. Large volumes of mangrove leaves and twigs are decomposed by fungi and bacteria, mobilising carbon and nutrients for invertebrates such as crabs, worms and snails. Shellfish and juvenile fish are protected from desiccation and predators amongst mangrove roots. Mangrove canopies support many terrestrial species, particularly birds. These forests are important carbon sinks, retaining organic matter in sediments and living biomass.","Intertidal mangrove-dominated systems, producing high amounts of organic matter that is both buried in situ and exported; sediments dominated by detritivores and leaf shredders, with birds , mammals, reptiles and terrestrial invertebrates occupying the canopy",Tropical and warm temperate coastlines with good sediment supply,https://global-ecosystems.org/explore/groups/MFT1.2
MFT1.3,170,MFT1,MFT1.3 Coastal saltmarshes and reedbeds,MFT1.3 Coastal saltmarsh,2020-07-29T10:06:33Z,"Coastal salt marshes and reedbeds are mosaics of salt-tolerant grasses and low, typically succulent shrubs. structured by strong gradients of salinity and tidal influence. Salts may approach hypersaline levels near the limit of high spring tides, especially in the tropics. As well as larger plants, algal mats and phytoplankton contribute to productivity, while freshwater run-off and tides bring organic material and nutrients. Bacteria and fungi decompose biomass in oxygen-poor subsoils, and support a range of crustaceans, worms, snails and small fish. Shorebirds breed and forage in saltmarshes, with migratory species dispersing plants and animals.","Variable salinity tidal system dominated by salt-tolerant plants, with invertebrates, small/juvenile fish and birds.",Mostly low energy coasts from tropical to arctic and subantarctic latitudes,https://global-ecosystems.org/explore/groups/MFT1.3
NA,255,NA,NA,NA,NA,NA,NA,NA,NA
